num_samples,var_estimate,error,scaled_error,inv_error_sq,theoretical_var,confidence_level,mu,sigma,T,dist,df,skew_alpha,rho
279,1.2876089339577614,0.013917623635360865,0.23247014667672913,5162.616011613136,1.3015265575931223,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
295,1.3507718381051315,0.04924528051200916,0.8458154689696851,412.3545288512301,1.3015265575931223,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
311,1.3562034328363604,0.054676875243238054,0.9642371977160995,334.4973074341653,1.3015265575931223,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
329,1.2941169457560022,0.007409611837120078,0.13439818582393107,18214.1573928389,1.3015265575931223,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
348,1.2774226580882784,0.02410389950484393,0.4496524146784783,1721.1764056495508,1.3015265575931223,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
368,1.3397026022428742,0.038176044649751883,0.7323435134666958,686.1485345676938,1.3015265575931223,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
389,1.3330679125313873,0.03154135493826504,0.6220927589611447,1005.1695151057708,1.3015265575931223,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
411,1.2908001691630395,0.010726388430082778,0.2174575199837629,8691.464493830732,1.3015265575931223,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
435,1.3625798844316914,0.06105332683856912,1.2733680898918653,268.2756971581869,1.3015265575931223,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
459,1.2821270461498633,0.01939951144325902,0.4156206675621969,2657.1643335556196,1.3015265575931223,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
486,1.2807329051057261,0.020793652487396175,0.45840454634587363,2312.801907470917,1.3015265575931223,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
513,1.265679120734879,0.03584743685824332,0.8119266396256779,778.1866625453869,1.3015265575931223,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
