num_samples,var_estimate,error,scaled_error,inv_error_sq,theoretical_var,confidence_level,mu,sigma,T,dist,df,skew_alpha,rho
47,1.2776590124345197,0.023867545158602566,0.16362764576685335,1755.4339531372236,1.3015265575931223,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
49,1.3816286112482374,0.08010205365511514,0.560714375585806,155.85211442791945,1.3015265575931223,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
52,1.3786123505104855,0.07708579291736317,0.5558735579467035,168.2872881251426,1.3015265575931223,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
55,1.366048356513096,0.06452179891997378,0.47850646753500015,240.20777765980213,1.3015265575931223,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
59,1.351290179382684,0.04976362178956162,0.3822416319074328,403.809041264426,1.3015265575931223,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
62,1.2155368478218747,0.08598970977124765,0.6770836518227944,135.24058282901146,1.3015265575931223,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
65,1.2928231297006,0.008703427892522209,0.07016927896324489,13201.37989455828,1.3015265575931223,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
69,1.3590589777785558,0.057532420185433475,0.4779001744037512,302.1166863879736,1.3015265575931223,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
73,1.3582942076673121,0.056767650074189824,0.4850230148467528,310.3117113931099,1.3015265575931223,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
77,1.3418737665882357,0.04034720899511335,0.3540453220627867,614.2893757233111,1.3015265575931223,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
82,1.4025598229611003,0.10103326536797796,0.9148951296706814,97.96506275201948,1.3015265575931223,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
87,1.2381595318404468,0.0633670257526755,0.591048268662045,249.04243478068972,1.3015265575931223,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
92,1.2366215113511867,0.0649050462419356,0.6225473335782891,237.37942452870894,1.3015265575931223,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
97,1.2741679219221984,0.027358635670923892,0.26945131237407594,1336.0143654216106,1.3015265575931223,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
102,1.3111779334852098,0.009651375892087533,0.09747411848412674,10735.481779304355,1.3015265575931223,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
108,1.3768125747906814,0.07528601719755912,0.7823952413140599,176.42956154983693,1.3015265575931223,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
114,1.3955144232928278,0.09398786569970552,1.0035157968171655,113.2026059984138,1.3015265575931223,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
121,1.3973890857341305,0.09586252814100815,1.0544878095510897,108.81837681084087,1.3015265575931223,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
128,1.2378418538116982,0.0636847037814241,0.7205101744272248,246.564037933233,1.3015265575931223,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
135,1.3594920934776298,0.05796553588450748,0.6734986654040576,297.6187508525737,1.3015265575931223,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
143,1.2952432508257752,0.006283306767347119,0.0751374206528304,25329.316619786663,1.3015265575931223,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
151,1.2724362456370406,0.029090311956081694,0.35746773799187054,1181.6891364091323,1.3015265575931223,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
160,1.2583813774925894,0.04314518010053292,0.5457481567034262,537.1992870261694,1.3015265575931223,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
169,1.2289483019595964,0.07257825563352593,0.9435173232358371,189.83966023589102,1.3015265575931223,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
179,1.3985013636030927,0.09697480600997044,1.297434478931472,106.33645086236265,1.3015265575931223,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
189,1.3300843102182185,0.02855775262509619,0.3926041892469814,1226.1735549281627,1.3015265575931223,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
200,1.3165682262279939,0.015041668634871552,0.21272131784157347,4419.854430679744,1.3015265575931223,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
211,1.3373609159422528,0.03583435834913051,0.520524121708123,778.7547976580365,1.3015265575931223,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
223,1.2954037406729701,0.006122816920152152,0.09143315486959548,26674.571560215405,1.3015265575931223,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
236,1.3241934504457509,0.022666892852628573,0.3482154153047226,1946.3279378081006,1.3015265575931223,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
249,1.3560602260075174,0.05453366841439511,0.8605267727921471,336.25641135615075,1.3015265575931223,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
264,1.3181911627057317,0.016664605112609365,0.27076778386586253,3600.89075662021,1.3015265575931223,0.95,0.15,0.2,5,skewnorm,3,7.0,0.6
