method,dist,var_alpha,queries,epsilon,alpha_fail,p_hat,true_p,error
classical,normal,0.1,146,,,0.07534246575342465,0.09980771876604175,0.024465253012617094
classical,normal,0.1,150,,,0.08666666666666667,0.09980771876604175,0.013141052099375078
classical,normal,0.1,155,,,0.07096774193548387,0.09980771876604175,0.028839976830557876
classical,normal,0.1,159,,,0.06918238993710692,0.09980771876604175,0.03062532882893483
classical,normal,0.1,163,,,0.12883435582822086,0.09980771876604175,0.029026637062179117
classical,normal,0.1,168,,,0.08333333333333333,0.09980771876604175,0.01647438543270842
classical,normal,0.1,173,,,0.07514450867052024,0.09980771876604175,0.024663210095521512
classical,normal,0.1,178,,,0.1404494382022472,0.09980771876604175,0.04064171943620545
classical,normal,0.1,183,,,0.09289617486338798,0.09980771876604175,0.006911543902653763
classical,normal,0.1,188,,,0.13829787234042554,0.09980771876604175,0.03849015357438379
classical,normal,0.1,193,,,0.10362694300518134,0.09980771876604175,0.003819224239139593
classical,normal,0.1,198,,,0.06565656565656566,0.09980771876604175,0.034151153109476085
classical,normal,0.1,204,,,0.0784313725490196,0.09980771876604175,0.02137634621702214
classical,normal,0.1,210,,,0.1,0.09980771876604175,0.00019228123395825802
classical,normal,0.1,216,,,0.09259259259259259,0.09980771876604175,0.00721512617344916
classical,normal,0.1,222,,,0.0945945945945946,0.09980771876604175,0.005213124171447148
classical,normal,0.1,228,,,0.11842105263157894,0.09980771876604175,0.018613333865537193
classical,normal,0.1,234,,,0.0811965811965812,0.09980771876604175,0.018611137569460548
classical,normal,0.1,241,,,0.0954356846473029,0.09980771876604175,0.004372034118738849
classical,normal,0.1,248,,,0.08064516129032258,0.09980771876604175,0.01916255747571917
classical,normal,0.1,255,,,0.07450980392156863,0.09980771876604175,0.02529791484447312
classical,normal,0.1,262,,,0.09541984732824428,0.09980771876604175,0.0043878714377974665
classical,normal,0.1,269,,,0.10408921933085502,0.09980771876604175,0.004281500564813273
classical,normal,0.1,277,,,0.09747292418772563,0.09980771876604175,0.0023347945783161184
classical,normal,0.1,285,,,0.0912280701754386,0.09980771876604175,0.008579648590603145
classical,normal,0.1,293,,,0.14334470989761092,0.09980771876604175,0.04353699113156917
classical,normal,0.1,301,,,0.11295681063122924,0.09980771876604175,0.013149091865187493
classical,normal,0.1,309,,,0.10032362459546926,0.09980771876604175,0.0005159058294275098
classical,normal,0.1,318,,,0.06918238993710692,0.09980771876604175,0.03062532882893483
classical,normal,0.1,327,,,0.0764525993883792,0.09980771876604175,0.023355119377662548
classical,normal,0.1,336,,,0.125,0.09980771876604175,0.025192281233958252
classical,normal,0.1,346,,,0.08670520231213873,0.09980771876604175,0.013102516453903021
classical,normal,0.1,355,,,0.09295774647887324,0.09980771876604175,0.006849972287168507
classical,normal,0.1,365,,,0.07671232876712329,0.09980771876604175,0.023095389998918456
classical,normal,0.1,375,,,0.08533333333333333,0.09980771876604175,0.014474385432708417
classical,normal,0.1,386,,,0.10621761658031088,0.09980771876604175,0.006409897814269136
classical,normal,0.1,397,,,0.08060453400503778,0.09980771876604175,0.019203184761003966
classical,normal,0.1,408,,,0.0661764705882353,0.09980771876604175,0.03363124817780645
classical,normal,0.1,419,,,0.10501193317422435,0.09980771876604175,0.0052042144081825975
classical,normal,0.1,431,,,0.10208816705336426,0.09980771876604175,0.0022804482873225174
classical,normal,0.1,443,,,0.09255079006772009,0.09980771876604175,0.00725692869832166
classical,normal,0.1,456,,,0.11842105263157894,0.09980771876604175,0.018613333865537193
classical,normal,0.1,469,,,0.1023454157782516,0.09980771876604175,0.0025376970122098497
classical,normal,0.1,482,,,0.08713692946058091,0.09980771876604175,0.012670789305460839
classical,normal,0.1,495,,,0.1111111111111111,0.09980771876604175,0.011303392345069357
classical,normal,0.1,509,,,0.08840864440078586,0.09980771876604175,0.01139907436525589
classical,normal,0.1,524,,,0.09541984732824428,0.09980771876604175,0.0043878714377974665
classical,normal,0.1,538,,,0.10594795539033457,0.09980771876604175,0.006140236624292819
classical,normal,0.1,553,,,0.09945750452079566,0.09980771876604175,0.0003502142452460888
classical,normal,0.1,569,,,0.11072056239015818,0.09980771876604175,0.01091284362411643
classical,normal,0.1,585,,,0.1094017094017094,0.09980771876604175,0.009593990635667654
classical,normal,0.1,601,,,0.09816971713810316,0.09980771876604175,0.00163800162793859
classical,normal,0.1,618,,,0.08414239482200647,0.09980771876604175,0.015665323944035275
classical,normal,0.1,636,,,0.0959119496855346,0.09980771876604175,0.00389576908050715
classical,normal,0.1,654,,,0.10397553516819572,0.09980771876604175,0.004167816402153968
classical,normal,0.1,672,,,0.11458333333333333,0.09980771876604175,0.014775614567291581
classical,normal,0.1,691,,,0.08827785817655572,0.09980771876604175,0.011529860589486032
classical,normal,0.1,710,,,0.11408450704225352,0.09980771876604175,0.014276788276211774
classical,normal,0.1,730,,,0.10821917808219178,0.09980771876604175,0.008411459316150033
classical,normal,0.1,751,,,0.07323568575233022,0.09980771876604175,0.026572033013711527
classical,normal,0.1,772,,,0.09067357512953368,0.09980771876604175,0.009134143636508066
classical,normal,0.1,793,,,0.08575031525851198,0.09980771876604175,0.014057403507529764
classical,normal,0.1,816,,,0.1017156862745098,0.09980771876604175,0.0019079675084680559
classical,normal,0.1,839,,,0.10250297973778308,0.09980771876604175,0.002695260971741331
classical,normal,0.1,862,,,0.09280742459396751,0.09980771876604175,0.007000294172074234
classical,normal,0.1,886,,,0.0981941309255079,0.09980771876604175,0.0016135878405338505
classical,normal,0.1,911,,,0.10647639956092206,0.09980771876604175,0.006668680794880311
classical,normal,0.1,937,,,0.09711846318036287,0.09980771876604175,0.002689255585678882
classical,normal,0.1,963,,,0.10488058151609553,0.09980771876604175,0.00507286275005378
classical,normal,0.1,990,,,0.1101010101010101,0.09980771876604175,0.010293291334968355
classical,normal,0.1,1018,,,0.0962671905697446,0.09980771876604175,0.0035405281962971463
classical,normal,0.1,1047,,,0.08882521489971347,0.09980771876604175,0.010982503866328278
classical,normal,0.1,1076,,,0.1087360594795539,0.09980771876604175,0.008928340713512159
classical,normal,0.1,1106,,,0.09764918625678119,0.09980771876604175,0.002158532509260555
classical,normal,0.1,1137,,,0.09146877748460862,0.09980771876604175,0.00833894128143313
classical,normal,0.1,1169,,,0.11377245508982035,0.09980771876604175,0.013964736323778607
classical,normal,0.1,1202,,,0.10732113144758736,0.09980771876604175,0.007513412681545609
classical,normal,0.1,1236,,,0.10922330097087378,0.09980771876604175,0.009415582204832032
classical,normal,0.1,1271,,,0.08497246262785209,0.09980771876604175,0.01483525613818966
classical,normal,0.1,1306,,,0.09111791730474732,0.09980771876604175,0.00868980146129443
classical,normal,0.1,1343,,,0.10647803425167536,0.09980771876604175,0.006670315485633613
classical,normal,0.1,1381,,,0.09775524981897175,0.09980771876604175,0.0020524689470699936
classical,normal,0.1,1420,,,0.09507042253521127,0.09980771876604175,0.004737296230830482
classical,normal,0.1,1459,,,0.08910212474297464,0.09980771876604175,0.010705594023067103
classical,normal,0.1,1500,,,0.11,0.09980771876604175,0.010192281233958253
classical,normal,0.1,1543,,,0.09721322099805574,0.09980771876604175,0.0025944977679860093
classical,normal,0.1,1586,,,0.1008827238335435,0.09980771876604175,0.001075005067501758
classical,normal,0.1,1630,,,0.10184049079754601,0.09980771876604175,0.0020327720315042597
classical,normal,0.1,1676,,,0.09606205250596658,0.09980771876604175,0.0037456662600751645
classical,normal,0.1,1723,,,0.0975043528728961,0.09980771876604175,0.0023033658931456424
classical,normal,0.1,1772,,,0.10496613995485328,0.09980771876604175,0.005158421188811532
classical,normal,0.1,1821,,,0.0829214717188358,0.09980771876604175,0.01688624704720594
classical,normal,0.1,1873,,,0.09770421783235451,0.09980771876604175,0.002103500933687233
classical,normal,0.1,1925,,,0.11064935064935065,0.09980771876604175,0.010841631883308903
classical,normal,0.1,1979,,,0.09701869631126832,0.09980771876604175,0.0027890224547734294
classical,normal,0.1,2035,,,0.09582309582309582,0.09980771876604175,0.003984622942945923
classical,normal,0.1,2092,,,0.09751434034416825,0.09980771876604175,0.002293378421873493
classical,normal,0.1,2151,,,0.10553231055323105,0.09980771876604175,0.005724591787189301
classical,normal,0.1,2211,,,0.09407507914970602,0.09980771876604175,0.00573263961633573
classical,normal,0.1,2273,,,0.09810822701275847,0.09980771876604175,0.0016994917532832804
classical,normal,0.1,2337,,,0.0962772785622593,0.09980771876604175,0.003530440203782445
classical,normal,0.1,2403,,,0.09737827715355805,0.09980771876604175,0.002429441612483693
classical,normal,0.1,2470,,,0.10728744939271255,0.09980771876604175,0.0074797306266708025
classical,normal,0.1,2539,,,0.09846396218983852,0.09980771876604175,0.0013437565762032255
classical,normal,0.1,2611,,,0.10417464572960551,0.09980771876604175,0.004366926963563764
classical,normal,0.1,2684,,,0.10320417287630403,0.09980771876604175,0.0033964541102622786
classical,normal,0.1,2759,,,0.09967379485320768,0.09980771876604175,0.00013392391283406635
classical,normal,0.1,2837,,,0.08812125484666902,0.09980771876604175,0.011686463919372725
classical,normal,0.1,2916,,,0.09807956104252401,0.09980771876604175,0.0017281577235177398
classical,normal,0.1,2998,,,0.0970647098065377,0.09980771876604175,0.0027430089595040508
classical,normal,0.1,3083,,,0.10509244242620824,0.09980771876604175,0.005284723660166496
classical,normal,0.1,3169,,,0.0924581887030609,0.09980771876604175,0.00734953006298085
classical,normal,0.1,3258,,,0.10773480662983426,0.09980771876604175,0.007927087863792509
classical,normal,0.1,3350,,,0.09671641791044776,0.09980771876604175,0.0030913008555939897
classical,normal,0.1,3444,,,0.1091753774680604,0.09980771876604175,0.009367658702018652
classical,normal,0.1,3540,,,0.096045197740113,0.09980771876604175,0.00376252102592875
classical,normal,0.1,3640,,,0.09862637362637362,0.09980771876604175,0.0011813451396681246
classical,normal,0.1,3742,,,0.09647247461250669,0.09980771876604175,0.0033352441535350608
classical,normal,0.1,3847,,,0.09513906940473096,0.09980771876604175,0.004668649361310784
classical,normal,0.1,3955,,,0.09987357774968394,0.09980771876604175,6.585898364219744e-05
classical,normal,0.1,4066,,,0.09886866699458928,0.09980771876604175,0.0009390517714524677
classical,normal,0.1,4180,,,0.1007177033492823,0.09980771876604175,0.0009099845832405556
classical,normal,0.1,4298,,,0.10167519776640298,0.09980771876604175,0.0018674790003612302
classical,normal,0.1,4418,,,0.09891353553644183,0.09980771876604175,0.0008941832295999153
classical,normal,0.1,4542,,,0.10215763980625275,0.09980771876604175,0.002349921040211006
classical,normal,0.1,4670,,,0.10449678800856531,0.09980771876604175,0.004689069242523561
classical,normal,0.1,4801,,,0.09893772130806082,0.09980771876604175,0.0008699974579809283
classical,normal,0.1,4936,,,0.1012965964343598,0.09980771876604175,0.0014888776683180532
classical,normal,0.1,5074,,,0.10149783208513993,0.09980771876604175,0.0016901133190981854
classical,normal,0.1,5217,,,0.09315698677400805,0.09980771876604175,0.006650731992033698
classical,normal,0.1,5363,,,0.10106283796382622,0.09980771876604175,0.0012551191977844683
classical,normal,0.1,5514,,,0.09140369967355821,0.09980771876604175,0.008404019092483533
classical,normal,0.1,5669,,,0.0966660786734874,0.09980771876604175,0.003141640092554354
classical,normal,0.1,5828,,,0.10277968428277282,0.09980771876604175,0.0029719655167310677
classical,normal,0.1,5991,,,0.09497579702887665,0.09980771876604175,0.004831921737165096
classical,normal,0.1,6159,,,0.09758077610001624,0.09980771876604175,0.002226942666025508
classical,normal,0.1,6332,,,0.09775742261528743,0.09980771876604175,0.002050296150754319
classical,normal,0.1,6510,,,0.10276497695852535,0.09980771876604175,0.0029572581924836028
classical,normal,0.1,6693,,,0.09861048857014791,0.09980771876604175,0.0011972301958938364
classical,normal,0.1,6881,,,0.10637988664438308,0.09980771876604175,0.006572167878341334
classical,normal,0.1,7074,,,0.09768165111676562,0.09980771876604175,0.0021260676492761282
classical,normal,0.1,7273,,,0.09844630826344013,0.09980771876604175,0.0013614105026016204
classical,normal,0.1,7477,,,0.10391868396415675,0.09980771876604175,0.004110965198115005
classical,normal,0.1,7687,,,0.09639651359438012,0.09980771876604175,0.00341120517166163
classical,normal,0.1,7903,,,0.10008857395925598,0.09980771876604175,0.0002808551932142328
classical,normal,0.1,8124,,,0.09576563269325455,0.09980771876604175,0.004042086072787193
classical,normal,0.1,8353,,,0.10247815156231294,0.09980771876604175,0.0026704327962711882
classical,normal,0.1,8587,,,0.09665773844183068,0.09980771876604175,0.0031499803242110713
classical,normal,0.1,8828,,,0.09673765292251926,0.09980771876604175,0.003070065843522485
classical,normal,0.1,9076,,,0.10390039665050683,0.09980771876604175,0.004092677884465087
classical,normal,0.1,9331,,,0.1030972028721466,0.09980771876604175,0.0032894841061048563
classical,normal,0.1,9593,,,0.10184509538204942,0.09980771876604175,0.002037376616007669
classical,normal,0.1,9862,,,0.0995741228959643,0.09980771876604175,0.00023359587007744376
classical,normal,0.1,10139,,,0.10010849196173192,0.09980771876604175,0.0003007731956901766
classical,normal,0.1,10424,,,0.10120874904067537,0.09980771876604175,0.001401030274633619
classical,normal,0.1,10716,,,0.09863755132512131,0.09980771876604175,0.0011701674409204388
classical,normal,0.1,11017,,,0.09576109648724698,0.09980771876604175,0.004046622278794765
classical,normal,0.1,11326,,,0.10074165636588381,0.09980771876604175,0.0009339375998420607
classical,normal,0.1,11644,,,0.10099622122981793,0.09980771876604175,0.0011885024637761782
classical,normal,0.1,11971,,,0.10216356194135828,0.09980771876604175,0.0023558431753165354
classical,normal,0.1,12307,,,0.09856179410091817,0.09980771876604175,0.0012459246651235767
classical,normal,0.1,12653,,,0.10558760768197266,0.09980771876604175,0.005779888915930911
classical,normal,0.1,13008,,,0.10339790897908979,0.09980771876604175,0.0035901902130480445
classical,normal,0.1,13373,,,0.10453899648545577,0.09980771876604175,0.00473127771941402
classical,normal,0.1,13749,,,0.09818895919703251,0.09980771876604175,0.00161875956900924
classical,normal,0.1,14135,,,0.09614432260346657,0.09980771876604175,0.003663396162575175
classical,normal,0.1,14531,,,0.0962081068061386,0.09980771876604175,0.0035996119599031456
classical,normal,0.1,14939,,,0.10047526608206707,0.09980771876604175,0.0006675473160253215
classical,normal,0.1,15359,,,0.09844390910866593,0.09980771876604175,0.001363809657375814
classical,normal,0.1,15790,,,0.10189993666877771,0.09980771876604175,0.0020922179027359628
classical,normal,0.1,16233,,,0.09961190168175937,0.09980771876604175,0.00019581708428237365
classical,normal,0.1,16689,,,0.09772904308226976,0.09980771876604175,0.0020786756837719855
classical,normal,0.1,17158,,,0.09890430120060613,0.09980771876604175,0.0009034175654356186
classical,normal,0.1,17639,,,0.09881512557401213,0.09980771876604175,0.0009925931920296144
classical,normal,0.1,18134,,,0.09793757582441821,0.09980771876604175,0.0018701429416235343
classical,normal,0.1,18644,,,0.09981763570049346,0.09980771876604175,9.916934451709158e-06
classical,normal,0.1,19167,,,0.09756352063442375,0.09980771876604175,0.002244198131617997
classical,normal,0.1,19705,,,0.10200456736868815,0.09980771876604175,0.0021968486026464062
classical,normal,0.1,20258,,,0.09823279691973541,0.09980771876604175,0.0015749218463063375
classical,normal,0.1,20827,,,0.1008786671148029,0.09980771876604175,0.001070948348761147
classical,normal,0.1,21412,,,0.09728189800112087,0.09980771876604175,0.0025258207649208747
classical,normal,0.1,22013,,,0.10325716621996094,0.09980771876604175,0.0034494474539191883
classical,normal,0.1,22631,,,0.09840484291458619,0.09980771876604175,0.0014028758514555567
classical,normal,0.1,23266,,,0.09516031977993639,0.09980771876604175,0.004647398986105361
classical,normal,0.1,23919,,,0.1000459885446716,0.09980771876604175,0.00023826977862985432
classical,normal,0.1,24591,,,0.0990606319385141,0.09980771876604175,0.0007470868275276515
classical,normal,0.1,25281,,,0.10054982002294213,0.09980771876604175,0.0007421012569003849
classical,normal,0.1,25991,,,0.10149667192489709,0.09980771876604175,0.0016889531588553386
classical,normal,0.1,26721,,,0.10007110512331126,0.09980771876604175,0.00026338635726951
classical,normal,0.1,27471,,,0.09824906264788322,0.09980771876604175,0.0015586561181585301
classical,normal,0.1,28242,,,0.09949720274768076,0.09980771876604175,0.0003105160183609901
classical,normal,0.1,29035,,,0.10005166178749784,0.09980771876604175,0.00024394302145609725
classical,normal,0.1,29850,,,0.09966499162479062,0.09980771876604175,0.00014272714125113106
classical,normal,0.1,30688,,,0.101179614181439,0.09980771876604175,0.0013718954153972562
classical,normal,0.1,31549,,,0.09971789914101874,0.09980771876604175,8.981962502301044e-05
classical,normal,0.1,32435,,,0.09751811314937567,0.09980771876604175,0.0022896056166660794
classical,normal,0.1,33346,,,0.0966832603610628,0.09980771876604175,0.0031244584049789498
classical,normal,0.1,34282,,,0.09631876786651887,0.09980771876604175,0.0034889508995228774
classical,normal,0.1,35244,,,0.1017478152309613,0.09980771876604175,0.0019400964649195496
classical,normal,0.1,36234,,,0.09965777998564884,0.09980771876604175,0.0001499387803929053
classical,normal,0.1,37251,,,0.09967517650532871,0.09980771876604175,0.00013254226071303388
classical,normal,0.1,38297,,,0.09925059404130872,0.09980771876604175,0.0005571247247330297
classical,normal,0.1,39372,,,0.09834400081276033,0.09980771876604175,0.0014637179532814154
classical,normal,0.1,40477,,,0.1010944486992613,0.09980771876604175,0.0012867299332195575
classical,normal,0.1,41613,,,0.10059356451109028,0.09980771876604175,0.0007858457450485301
classical,normal,0.1,42782,,,0.09966808470852227,0.09980771876604175,0.00013963405751947489
classical,normal,0.1,43983,,,0.09974308255462337,0.09980771876604175,6.463621141837572e-05
classical,normal,0.1,45217,,,0.10038259946480306,0.09980771876604175,0.0005748806987613125
classical,normal,0.1,46487,,,0.10009249897820896,0.09980771876604175,0.0002847802121672127
classical,normal,0.1,47792,,,0.09813357884164714,0.09980771876604175,0.0016741399243946076
classical,normal,0.1,49134,,,0.0996458664061546,0.09980771876604175,0.00016185235988715185
classical,normal,0.1,50513,,,0.10278542157464415,0.09980771876604175,0.002977702808602406
classical,normal,0.1,51931,,,0.09845756869692476,0.09980771876604175,0.0013501500691169843
classical,normal,0.1,53389,,,0.09964599449324767,0.09980771876604175,0.00016172427279408097
classical,normal,0.1,54888,,,0.09871010056843026,0.09980771876604175,0.0010976181976114913
classical,normal,0.1,56429,,,0.10188023888426163,0.09980771876604175,0.0020725201182198866
classical,normal,0.1,58013,,,0.09887439022288108,0.09980771876604175,0.0009333285431606664
classical,normal,0.1,59641,,,0.09949531362653208,0.09980771876604175,0.0003124051395096694
classical,normal,0.1,61316,,,0.0995987996607737,0.09980771876604175,0.00020891910526804613
classical,normal,0.1,63037,,,0.09681615559116075,0.09980771876604175,0.002991563174881001
classical,normal,0.1,64807,,,0.10126992454518802,0.09980771876604175,0.0014622057791462695
classical,normal,0.1,66626,,,0.09955572899468676,0.09980771876604175,0.0002519897713549879
classical,normal,0.1,68496,,,0.09847290352721327,0.09980771876604175,0.001334815238828474
classical,normal,0.1,70419,,,0.10041324074468538,0.09980771876604175,0.0006055219786436361
classical,normal,0.1,72396,,,0.10095861649814906,0.09980771876604175,0.0011508977321073172
classical,normal,0.1,74429,,,0.1004984616211423,0.09980771876604175,0.000690742855100554
classical,normal,0.1,76518,,,0.09972816853550799,0.09980771876604175,7.955023053375643e-05
classical,normal,0.1,78666,,,0.09982711717895915,0.09980771876604175,1.9398412917398522e-05
classical,normal,0.1,80875,,,0.10010510046367851,0.09980771876604175,0.00029738169763676714
classical,normal,0.1,83145,,,0.10184617234950989,0.09980771876604175,0.0020384535834681444
classical,normal,0.1,85479,,,0.09932264064858036,0.09980771876604175,0.00048507811746138774
classical,normal,0.1,87879,,,0.09952320804742885,0.09980771876604175,0.0002845107186128931
classical,normal,0.1,90346,,,0.10216279636065792,0.09980771876604175,0.002355077594616173
classical,normal,0.1,92882,,,0.1000409121250619,0.09980771876604175,0.00023319335902015348
classical,normal,0.1,95490,,,0.09974866478165254,0.09980771876604175,5.905398438921239e-05
classical,normal,0.1,98171,,,0.09902109584296788,0.09980771876604175,0.000786622923073868
classical,normal,0.1,100927,,,0.10103342019479426,0.09980771876604175,0.0012257014287525153
classical,normal,0.1,103760,,,0.10001927525057826,0.09980771876604175,0.00021155648453650977
classical,normal,0.1,106673,,,0.1004471609498186,0.09980771876604175,0.0006394421837768588
classical,normal,0.1,109668,,,0.09935441514388883,0.09980771876604175,0.00045330362215291464
classical,normal,0.1,112746,,,0.098389299842123,0.09980771876604175,0.0014184189239187517
classical,normal,0.1,115911,,,0.10012854690236475,0.09980771876604175,0.00032082813632300367
classical,normal,0.1,119165,,,0.09919859019007259,0.09980771876604175,0.0006091285759691617
classical,normal,0.1,122511,,,0.09912579278595392,0.09980771876604175,0.0006819259800878302
classical,normal,0.1,125950,,,0.09923779277491068,0.09980771876604175,0.000569925991131065
classical,normal,0.1,129486,,,0.10031200284200609,0.09980771876604175,0.0005042840759643397
classical,normal,0.1,133121,,,0.09982647365930244,0.09980771876604175,1.8754893260697347e-05
classical,normal,0.1,136858,,,0.09891274167385172,0.09980771876604175,0.0008949770921900246
classical,normal,0.1,140700,,,0.1011087420042644,0.09980771876604175,0.0013010232382226483
classical,normal,0.1,144650,,,0.09954372623574144,0.09980771876604175,0.0002639925303003082
classical,normal,0.1,148711,,,0.09938740241138853,0.09980771876604175,0.0004203163546532135
classical,normal,0.1,152886,,,0.09950551391232683,0.09980771876604175,0.00030220485371491856
classical,normal,0.1,157178,,,0.09919963353650002,0.09980771876604175,0.0006080852295417272
classical,normal,0.1,161590,,,0.09904697072838665,0.09980771876604175,0.0007607480376550929
classical,normal,0.1,166127,,,0.09800333479807617,0.09980771876604175,0.0018043839679655754
classical,normal,0.1,170790,,,0.0988582469699631,0.09980771876604175,0.0009494717960786409
classical,normal,0.1,175585,,,0.10128427826978387,0.09980771876604175,0.0014765595037421197
