method,dist,var_alpha,queries,epsilon,alpha_fail,p_hat,true_p,error
classical,normal,0.05,2866067,,,0.04954943481781829,0.04943796937981328,0.00011146543800500536
classical,normal,0.05,3072112,,,0.049732561833683145,0.04943796937981328,0.0002945924538698616
classical,normal,0.05,3292971,,,0.04972530884723856,0.04943796937981328,0.0002873394674252766
classical,normal,0.05,3529707,,,0.04949645962115269,0.04943796937981328,5.849024133940811e-05
classical,normal,0.05,3783462,,,0.04950888894879875,0.04943796937981328,7.091956898546553e-05
classical,normal,0.05,4055460,,,0.04925285910846119,0.04943796937981328,0.0001851102713520958
classical,normal,0.05,4347013,,,0.049508938666620046,0.04943796937981328,7.096928680676295e-05
classical,normal,0.05,4659525,,,0.04943486728797463,0.04943796937981328,3.102091838652621e-06
classical,normal,0.05,4994505,,,0.04937906759528722,0.04943796937981328,5.890178452606226e-05
classical,normal,0.05,5353566,,,0.04962262536783893,0.04943796937981328,0.00018465598802564626
classical,normal,0.05,5738441,,,0.049461517509720845,0.04943796937981328,2.354812990756211e-05
classical,normal,0.05,6150985,,,0.049569459200437004,0.04943796937981328,0.00013148982062372028
classical,normal,0.05,6593188,,,0.049404779599792996,0.04943796937981328,3.3189780020287385e-05
classical,normal,0.05,7067181,,,0.04947800261518702,0.04943796937981328,4.003323537373621e-05
classical,normal,0.05,7575250,,,0.04933434540114188,0.04943796937981328,0.00010362397867140494
classical,normal,0.05,8119844,,,0.04949824159183354,0.04943796937981328,6.027221202025562e-05
classical,normal,0.05,8703591,,,0.04929172338176277,0.04943796937981328,0.00014624599805051347
classical,normal,0.05,9329304,,,0.049379031919208546,0.04943796937981328,5.893746060473687e-05
classical,normal,0.05,10000000,,,0.0494384,0.04943796937981328,4.306201867171344e-07
classical,normal,0.1,10,,,0.0,0.09980771876604175,0.09980771876604175
classical,normal,0.1,11,,,0.0,0.09980771876604175,0.09980771876604175
classical,normal,0.1,12,,,0.25,0.09980771876604175,0.15019228123395825
classical,normal,0.1,13,,,0.0,0.09980771876604175,0.09980771876604175
classical,normal,0.1,14,,,0.21428571428571427,0.09980771876604175,0.11447799551967253
classical,normal,0.1,15,,,0.13333333333333333,0.09980771876604175,0.033525614567291584
classical,normal,0.1,16,,,0.125,0.09980771876604175,0.025192281233958252
classical,normal,0.1,17,,,0.17647058823529413,0.09980771876604175,0.07666286946925238
classical,normal,0.1,18,,,0.1111111111111111,0.09980771876604175,0.011303392345069357
classical,normal,0.1,20,,,0.1,0.09980771876604175,0.00019228123395825802
classical,normal,0.1,21,,,0.0,0.09980771876604175,0.09980771876604175
classical,normal,0.1,23,,,0.043478260869565216,0.09980771876604175,0.05632945789647653
classical,normal,0.1,24,,,0.041666666666666664,0.09980771876604175,0.05814105209937508
classical,normal,0.1,26,,,0.11538461538461539,0.09980771876604175,0.015576896618573643
classical,normal,0.1,28,,,0.10714285714285714,0.09980771876604175,0.007335138376815389
classical,normal,0.1,30,,,0.1,0.09980771876604175,0.00019228123395825802
classical,normal,0.1,32,,,0.09375,0.09980771876604175,0.0060577187660417475
classical,normal,0.1,34,,,0.08823529411764706,0.09980771876604175,0.011572424648394683
classical,normal,0.1,37,,,0.16216216216216217,0.09980771876604175,0.062354443396120424
classical,normal,0.1,40,,,0.125,0.09980771876604175,0.025192281233958252
classical,normal,0.1,42,,,0.09523809523809523,0.09980771876604175,0.004569623527946515
classical,normal,0.1,46,,,0.08695652173913043,0.09980771876604175,0.012851197026911315
classical,normal,0.1,49,,,0.10204081632653061,0.09980771876604175,0.002233097560488867
classical,normal,0.1,52,,,0.07692307692307693,0.09980771876604175,0.02288464184296482
classical,normal,0.1,56,,,0.07142857142857142,0.09980771876604175,0.028379147337470323
classical,normal,0.1,60,,,0.11666666666666667,0.09980771876604175,0.01685894790062492
classical,normal,0.1,65,,,0.12307692307692308,0.09980771876604175,0.023269204310881336
classical,normal,0.1,69,,,0.08695652173913043,0.09980771876604175,0.012851197026911315
classical,normal,0.1,74,,,0.17567567567567569,0.09980771876604175,0.07586795690963394
classical,normal,0.1,80,,,0.0875,0.09980771876604175,0.012307718766041753
classical,normal,0.1,86,,,0.11627906976744186,0.09980771876604175,0.01647135100140011
classical,normal,0.1,92,,,0.06521739130434782,0.09980771876604175,0.03459032746169392
classical,normal,0.1,98,,,0.1326530612244898,0.09980771876604175,0.03284534245844806
classical,normal,0.1,105,,,0.14285714285714285,0.09980771876604175,0.0430494240911011
classical,normal,0.1,113,,,0.13274336283185842,0.09980771876604175,0.03293564406581667
classical,normal,0.1,121,,,0.049586776859504134,0.09980771876604175,0.050220941906537614
classical,normal,0.1,130,,,0.1,0.09980771876604175,0.00019228123395825802
classical,normal,0.1,139,,,0.05755395683453238,0.09980771876604175,0.04225376193150937
classical,normal,0.1,149,,,0.12751677852348994,0.09980771876604175,0.027709059757448196
classical,normal,0.1,160,,,0.09375,0.09980771876604175,0.0060577187660417475
classical,normal,0.1,172,,,0.08139534883720931,0.09980771876604175,0.01841236992883244
classical,normal,0.1,184,,,0.09239130434782608,0.09980771876604175,0.007416414418215667
classical,normal,0.1,197,,,0.07614213197969544,0.09980771876604175,0.02366558678634631
classical,normal,0.1,212,,,0.12264150943396226,0.09980771876604175,0.022833790667920517
classical,normal,0.1,227,,,0.09251101321585903,0.09980771876604175,0.007296705550182719
classical,normal,0.1,243,,,0.102880658436214,0.09980771876604175,0.003072939670172248
classical,normal,0.1,261,,,0.10344827586206896,0.09980771876604175,0.0036405570960272166
classical,normal,0.1,280,,,0.12857142857142856,0.09980771876604175,0.02876370980538681
classical,normal,0.1,300,,,0.11333333333333333,0.09980771876604175,0.01352561456729158
classical,normal,0.1,321,,,0.09034267912772585,0.09980771876604175,0.009465039638315895
classical,normal,0.1,344,,,0.07848837209302326,0.09980771876604175,0.02131934667301849
classical,normal,0.1,369,,,0.07859078590785908,0.09980771876604175,0.02121693285818267
classical,normal,0.1,396,,,0.11363636363636363,0.09980771876604175,0.013828644870321885
classical,normal,0.1,424,,,0.12264150943396226,0.09980771876604175,0.022833790667920517
classical,normal,0.1,455,,,0.0967032967032967,0.09980771876604175,0.003104422062745041
classical,normal,0.1,488,,,0.09631147540983606,0.09980771876604175,0.003496243356205686
classical,normal,0.1,523,,,0.09751434034416825,0.09980771876604175,0.002293378421873493
classical,normal,0.1,560,,,0.08214285714285714,0.09980771876604175,0.017664861623184605
classical,normal,0.1,601,,,0.09816971713810316,0.09980771876604175,0.00163800162793859
classical,normal,0.1,644,,,0.08385093167701864,0.09980771876604175,0.01595678708902311
classical,normal,0.1,690,,,0.08985507246376812,0.09980771876604175,0.009952646302273632
classical,normal,0.1,740,,,0.0972972972972973,0.09980771876604175,0.002510421468744445
classical,normal,0.1,793,,,0.09962168978562422,0.09980771876604175,0.0001860289804175297
classical,normal,0.1,850,,,0.09647058823529411,0.09980771876604175,0.003337130530747634
classical,normal,0.1,911,,,0.09001097694840834,0.09980771876604175,0.009796741817633403
classical,normal,0.1,977,,,0.08085977482088025,0.09980771876604175,0.0189479439451615
classical,normal,0.1,1047,,,0.08787010506208214,0.09980771876604175,0.011937613703959613
classical,normal,0.1,1122,,,0.10160427807486631,0.09980771876604175,0.0017965593088245663
classical,normal,0.1,1203,,,0.11388196176226101,0.09980771876604175,0.01407424299621926
classical,normal,0.1,1289,,,0.09930178432893716,0.09980771876604175,0.0005059344371045882
classical,normal,0.1,1382,,,0.10709117221418235,0.09980771876604175,0.007283453448140603
classical,normal,0.1,1482,,,0.10121457489878542,0.09980771876604175,0.0014068561327436752
classical,normal,0.1,1588,,,0.10516372795969774,0.09980771876604175,0.005356009193655989
classical,normal,0.1,1702,,,0.10987074030552292,0.09980771876604175,0.010063021539481173
classical,normal,0.1,1825,,,0.10246575342465754,0.09980771876604175,0.0026580346586157905
classical,normal,0.1,1956,,,0.09253578732106339,0.09980771876604175,0.007271931444978355
classical,normal,0.1,2097,,,0.0977587029089175,0.09980771876604175,0.002049015857124248
classical,normal,0.1,2247,,,0.09078771695594126,0.09980771876604175,0.009020001810100486
classical,normal,0.1,2409,,,0.1012868410128684,0.09980771876604175,0.0014791222468266557
classical,normal,0.1,2582,,,0.0983733539891557,0.09980771876604175,0.001434364776886049
classical,normal,0.1,2768,,,0.09465317919075145,0.09980771876604175,0.005154539575290301
classical,normal,0.1,2967,,,0.09268621503201888,0.09980771876604175,0.0071215037340228715
classical,normal,0.1,3180,,,0.10345911949685535,0.09980771876604175,0.003651400730813603
classical,normal,0.1,3409,,,0.10882956878850103,0.09980771876604175,0.009021850022459282
classical,normal,0.1,3654,,,0.10071154898741105,0.09980771876604175,0.0009038302213693061
classical,normal,0.1,3917,,,0.10492724023487363,0.09980771876604175,0.005119521468831878
classical,normal,0.1,4198,,,0.10647927584564078,0.09980771876604175,0.00667155707959903
classical,normal,0.1,4500,,,0.10888888888888888,0.09980771876604175,0.009081170122847135
classical,normal,0.1,4824,,,0.09556384742951907,0.09980771876604175,0.004243871336522681
classical,normal,0.1,5170,,,0.10676982591876209,0.09980771876604175,0.006962107152720345
classical,normal,0.1,5542,,,0.09238542042583904,0.09980771876604175,0.007422298340202707
classical,normal,0.1,5941,,,0.10351792627503788,0.09980771876604175,0.00371020750899613
classical,normal,0.1,6368,,,0.10034547738693467,0.09980771876604175,0.0005377586208929197
classical,normal,0.1,6826,,,0.10196308233225901,0.09980771876604175,0.002155363566217261
classical,normal,0.1,7316,,,0.1014215418261345,0.09980771876604175,0.0016138230600927506
classical,normal,0.1,7842,,,0.09691405253761795,0.09980771876604175,0.002893666228423797
classical,normal,0.1,8406,,,0.10694741851058767,0.09980771876604175,0.007139699744545924
classical,normal,0.1,9011,,,0.09887914770835646,0.09980771876604175,0.0009285710576852901
classical,normal,0.1,9658,,,0.09929592048043073,0.09980771876604175,0.0005117982856110148
classical,normal,0.1,10353,,,0.09939148073022312,0.09980771876604175,0.0004162380358186252
classical,normal,0.1,11097,,,0.10092817878705956,0.09980771876604175,0.0011204600210178162
classical,normal,0.1,11895,,,0.10315258511979823,0.09980771876604175,0.0033448663537564843
classical,normal,0.1,12750,,,0.09662745098039216,0.09980771876604175,0.0031802677856495876
classical,normal,0.1,13667,,,0.10024145752542621,0.09980771876604175,0.00043373875938446105
classical,normal,0.1,14649,,,0.09946071404191413,0.09980771876604175,0.00034700472412761696
classical,normal,0.1,15702,,,0.10145204432556362,0.09980771876604175,0.0016443255595218753
classical,normal,0.1,16831,,,0.10082585704949201,0.09980771876604175,0.001018138283450265
classical,normal,0.1,18041,,,0.09572640097555568,0.09980771876604175,0.0040813177904860665
classical,normal,0.1,19338,,,0.09814872272210157,0.09980771876604175,0.0016589960439401807
classical,normal,0.1,20729,,,0.09976361618987892,0.09980771876604175,4.4102576162829976e-05
classical,normal,0.1,22219,,,0.09982447454880958,0.09980771876604175,1.6755782767829963e-05
classical,normal,0.1,23816,,,0.09917702384951294,0.09980771876604175,0.0006306949165288123
classical,normal,0.1,25529,,,0.10399937326178071,0.09980771876604175,0.004191654495738967
classical,normal,0.1,27364,,,0.0995833942406081,0.09980771876604175,0.0002243245254336529
classical,normal,0.1,29331,,,0.1010193992703965,0.09980771876604175,0.001211680504354759
classical,normal,0.1,31440,,,0.09786895674300254,0.09980771876604175,0.001938762023039206
classical,normal,0.1,33700,,,0.10112759643916915,0.09980771876604175,0.0013198776731273981
classical,normal,0.1,36123,,,0.10096060681560225,0.09980771876604175,0.0011528880495604993
classical,normal,0.1,38720,,,0.10056818181818182,0.09980771876604175,0.0007604630521400729
classical,normal,0.1,41504,,,0.09789417887432536,0.09980771876604175,0.001913539891716387
classical,normal,0.1,44487,,,0.09809607301009284,0.09980771876604175,0.0017116457559489123
classical,normal,0.1,47686,,,0.09793230717611039,0.09980771876604175,0.0018754115899313611
classical,normal,0.1,51114,,,0.1008334311538913,0.09980771876604175,0.001025712387849556
classical,normal,0.1,54789,,,0.10051287667232474,0.09980771876604175,0.000705157906282991
classical,normal,0.1,58727,,,0.09947724215437533,0.09980771876604175,0.00033047661166642206
classical,normal,0.1,62949,,,0.09807939760758709,0.09980771876604175,0.001728321158454657
classical,normal,0.1,67475,,,0.1007336050389033,0.09980771876604175,0.0009258862728615536
classical,normal,0.1,72326,,,0.09938334762049608,0.09980771876604175,0.0004243711455456656
classical,normal,0.1,77525,,,0.0999419542083199,0.09980771876604175,0.00013423544227815498
classical,normal,0.1,83099,,,0.1010842489079291,0.09980771876604175,0.001276530141887347
classical,normal,0.1,89073,,,0.09941284115276235,0.09980771876604175,0.0003948776132794013
classical,normal,0.1,95477,,,0.09999266839134033,0.09980771876604175,0.0001849496252985805
