method,dist,queries,epsilon,p_hat,true_p,error
classical,beta,1594,,0.05332496863237139,0.04887263610487469,0.004452332527496702
classical,beta,1898,,0.04636459430979979,0.04887263610487469,0.0025080417950748973
classical,beta,2261,,0.04113224237063246,0.04887263610487469,0.007740393734242228
classical,beta,2693,,0.04827330115113257,0.04887263610487469,0.00059933495374212
classical,beta,3208,,0.0520573566084788,0.04887263610487469,0.003184720503604112
classical,beta,3821,,0.050510337607956035,0.04887263610487469,0.0016377015030813458
classical,beta,4552,,0.049868189806678384,0.04887263610487469,0.0009955537018036947
classical,beta,5422,,0.05108815935079306,0.04887263610487469,0.002215523245918373
classical,beta,6458,,0.047383090740167236,0.04887263610487469,0.0014895453647074536
classical,beta,7692,,0.047061882475299015,0.04887263610487469,0.0018107536295756746
classical,beta,9162,,0.05239030779305828,0.04887263610487469,0.0035176716881835934
classical,beta,10913,,0.04682488774855677,0.04887263610487469,0.0020477483563179216
classical,beta,12999,,0.04861912454804216,0.04887263610487469,0.0002535115568325294
classical,beta,15483,,0.052057094878253565,0.04887263610487469,0.003184458773378876
classical,beta,18442,,0.04766294328163974,0.04887263610487469,0.0012096928232349508
classical,beta,21967,,0.048618382118632494,0.04887263610487469,0.000254253986242195
classical,beta,26165,,0.04861456143703421,0.04887263610487469,0.00025807466784048133
classical,beta,31165,,0.04841970158832023,0.04887263610487469,0.000452934516554461
classical,beta,37121,,0.04706230974381078,0.04887263610487469,0.001810326361063909
classical,beta,44214,,0.049011625277061564,0.04887263610487469,0.00013898917218687495
classical,beta,52664,,0.047641652741910984,0.04887263610487469,0.0012309833629637057
classical,beta,62728,,0.049834204820813674,0.04887263610487469,0.0009615687159389846
classical,beta,74716,,0.049587772364687616,0.04887263610487469,0.0007151362598129263
classical,beta,88995,,0.04803640653969324,0.04887263610487469,0.0008362295651814511
classical,beta,106002,,0.048527386275730645,0.04887263610487469,0.00034524982914404395
classical,beta,126260,,0.04893077776017741,0.04887263610487469,5.8141655302719475e-05
classical,beta,150388,,0.048108891666888316,0.04887263610487469,0.0007637444379863731
classical,beta,179128,,0.04914362913670671,0.04887263610487469,0.0002709930318320203
classical,beta,213360,,0.0484111361079865,0.04887263610487469,0.0004614999968881872
classical,beta,254134,,0.048112413136376875,0.04887263610487469,0.0007602229684978146
classical,beta,302700,,0.049273207796498186,0.04887263610487469,0.00040057169162349693
classical,beta,360547,,0.04850962565213412,0.04887263610487469,0.00036301045274057114
classical,beta,429448,,0.04883478325664574,0.04887263610487469,3.78528482289503e-05
classical,beta,511517,,0.049263269842449026,0.04887263610487469,0.0003906337375743363
classical,beta,609270,,0.049249101383623026,0.04887263610487469,0.00037646527874833635
classical,beta,725703,,0.0490172977099447,0.04887263610487469,0.00014466160507001224
classical,beta,864388,,0.04869341082939606,0.04887263610487469,0.0001792252754786311
classical,beta,1029575,,0.04869096471845179,0.04887263610487469,0.00018167138642290193
classical,beta,1226330,,0.04902106284605286,0.04887263610487469,0.00014842674117816756
classical,beta,1460686,,0.04862646729002674,0.04887263610487469,0.000246168814847951
classical,beta,1739828,,0.04900197030970878,0.04887263610487469,0.00012933420483408897
classical,beta,2072314,,0.04874068312041515,0.04887263610487469,0.00013195298445953935
classical,beta,2468340,,0.04885874717421425,0.04887263610487469,1.3888930660441168e-05
classical,beta,2940048,,0.04865736885928393,0.04887263610487469,0.00021526724559076116
classical,beta,3501900,,0.04892572603443845,0.04887263610487469,5.308992956375852e-05
classical,beta,4171124,,0.04897121255565646,0.04887263610487469,9.857645078176908e-05
classical,beta,4968239,,0.048878485918249906,0.04887263610487469,5.849813375216617e-06
classical,beta,5917685,,0.04890882160844993,0.04887263610487469,3.618550357523814e-05
classical,beta,7048574,,0.04890478556371828,0.04887263610487469,3.214945884359027e-05
classical,beta,8395578,,0.04909691744868549,0.04887263610487469,0.00022428134381079906
classical,beta,10000000,,0.0488466,0.04887263610487469,2.603610487469238e-05
classical,exponential,10,,0.0,0.04595028914478523,0.04595028914478523
classical,exponential,11,,0.0,0.04595028914478523,0.04595028914478523
classical,exponential,14,,0.0,0.04595028914478523,0.04595028914478523
classical,exponential,16,,0.0625,0.04595028914478523,0.01654971085521477
classical,exponential,20,,0.05,0.04595028914478523,0.004049710855214772
classical,exponential,23,,0.13043478260869565,0.04595028914478523,0.08448449346391042
classical,exponential,28,,0.07142857142857142,0.04595028914478523,0.025478282283786194
classical,exponential,34,,0.0,0.04595028914478523,0.04595028914478523
classical,exponential,40,,0.025,0.04595028914478523,0.02095028914478523
classical,exponential,48,,0.041666666666666664,0.04595028914478523,0.004283622478118566
classical,exponential,57,,0.12280701754385964,0.04595028914478523,0.07685672839907441
classical,exponential,68,,0.014705882352941176,0.04595028914478523,0.031244406791844054
classical,exponential,81,,0.04938271604938271,0.04595028914478523,0.0034324269045974826
classical,exponential,97,,0.041237113402061855,0.04595028914478523,0.004713175742723376
classical,exponential,115,,0.05217391304347826,0.04595028914478523,0.006223623898693027
classical,exponential,137,,0.021897810218978103,0.04595028914478523,0.024052478925807128
classical,exponential,164,,0.054878048780487805,0.04595028914478523,0.008927759635702574
classical,exponential,195,,0.05128205128205128,0.04595028914478523,0.0053317621372660495
classical,exponential,232,,0.05172413793103448,0.04595028914478523,0.005773848786249251
classical,exponential,277,,0.021660649819494584,0.04595028914478523,0.024289639325290647
classical,exponential,330,,0.051515151515151514,0.04595028914478523,0.005564862370366283
classical,exponential,393,,0.04834605597964377,0.04595028914478523,0.002395766834858537
classical,exponential,468,,0.042735042735042736,0.04595028914478523,0.003215246409742495
classical,exponential,558,,0.06630824372759857,0.04595028914478523,0.020357954582813337
classical,exponential,664,,0.045180722891566265,0.04595028914478523,0.0007695662532189659
classical,exponential,792,,0.047979797979797977,0.04595028914478523,0.0020295088350127458
classical,exponential,943,,0.043478260869565216,0.04595028914478523,0.0024720282752200146
classical,exponential,1123,,0.04541406945681211,0.04595028914478523,0.0005362196879731204
classical,exponential,1338,,0.05007473841554559,0.04595028914478523,0.004124449270760361
classical,exponential,1594,,0.045796737766624844,0.04595028914478523,0.00015355137816038672
classical,exponential,1898,,0.04320337197049526,0.04595028914478523,0.002746917174289973
classical,exponential,2261,,0.048651039363113664,0.04595028914478523,0.0027007502183284335
classical,exponential,2693,,0.04715930189379874,0.04595028914478523,0.0012090127490135064
classical,exponential,3208,,0.048628428927680795,0.04595028914478523,0.002678139782895564
classical,exponential,3821,,0.04998691442030882,0.04595028914478523,0.004036625275523592
classical,exponential,4552,,0.04635325131810193,0.04595028914478523,0.00040296217331670103
classical,exponential,5422,,0.04795278495020288,0.04595028914478523,0.002002495805417649
classical,exponential,6458,,0.048467017652524,0.04595028914478523,0.0025167285077387705
classical,exponential,7692,,0.044591783671346856,0.04595028914478523,0.0013585054734383747
classical,exponential,9162,,0.044095175725824054,0.04595028914478523,0.0018551134189611768
classical,exponential,10913,,0.047649592229451115,0.04595028914478523,0.0016993030846658846
classical,exponential,12999,,0.04461881683206401,0.04595028914478523,0.0013314723127212241
classical,exponential,15483,,0.0463734418394368,0.04595028914478523,0.00042315269465156846
classical,exponential,18442,,0.04674113436720529,0.04595028914478523,0.0007908452224200599
classical,exponential,21967,,0.04511312423180225,0.04595028914478523,0.0008371649129829822
classical,exponential,26165,,0.04410472004586279,0.04595028914478523,0.001845569098922438
classical,exponential,31165,,0.04675116316380555,0.04595028914478523,0.0008008740190203201
classical,exponential,37121,,0.04622720293095552,0.04595028914478523,0.0002769137861702922
classical,exponential,44214,,0.045030985660650474,0.04595028914478523,0.0009193034841347564
classical,exponential,52664,,0.04674920249126538,0.04595028914478523,0.0007989133464801484
classical,exponential,62728,,0.04460527993878332,0.04595028914478523,0.0013450092060019112
classical,exponential,74716,,0.04713849777825365,0.04595028914478523,0.0011882086334684197
classical,exponential,88995,,0.04604753076015507,0.04595028914478523,9.724161536983633e-05
classical,exponential,106002,,0.04626327805135752,0.04595028914478523,0.0003129889065722896
classical,exponential,126260,,0.04562806906383653,0.04595028914478523,0.00032222008094870414
classical,exponential,150388,,0.046080804319493573,0.04595028914478523,0.00013051517470834273
classical,exponential,179128,,0.047228797284623286,0.04595028914478523,0.0012785081398380554
classical,exponential,213360,,0.046142669666291714,0.04595028914478523,0.00019238052150648277
classical,exponential,254134,,0.04540124501247374,0.04595028914478523,0.0005490441323114936
classical,exponential,302700,,0.04532870829203832,0.04595028914478523,0.0006215808527469113
classical,exponential,360547,,0.046473830041575716,0.04595028914478523,0.000523540896790485
classical,exponential,429448,,0.04608008420111399,0.04595028914478523,0.00012979505632875615
classical,exponential,511517,,0.04611576936836899,0.04595028914478523,0.00016548022358375825
classical,exponential,609270,,0.04609122392371198,0.04595028914478523,0.00014093477892675177
classical,exponential,725703,,0.04581901962648632,0.04595028914478523,0.00013126951829891403
classical,exponential,864388,,0.0462766720500516,0.04595028914478523,0.00032638290526636887
classical,exponential,1029575,,0.04591894713838234,0.04595028914478523,3.134200640288881e-05
classical,exponential,1226330,,0.04563698188905107,0.04595028914478523,0.0003133072557341618
classical,exponential,1460686,,0.04596470425539781,0.04595028914478523,1.4415110612578386e-05
classical,exponential,1739828,,0.045776364100359346,0.04595028914478523,0.00017392504442588497
classical,exponential,2072314,,0.04620487049742462,0.04595028914478523,0.0002545813526393867
classical,exponential,2468340,,0.04602323828970077,0.04595028914478523,7.294914491554061e-05
classical,exponential,2940048,,0.0459887049463138,0.04595028914478523,3.841580152857266e-05
classical,exponential,3501900,,0.04595762300465461,0.04595028914478523,7.3338598693822865e-06
classical,exponential,4171124,,0.045998632502893703,0.04595028914478523,4.8343358108472734e-05
classical,exponential,4968239,,0.0461086916309783,0.04595028914478523,0.0001584024861930669
classical,exponential,5917685,,0.04595851249263859,0.04595028914478523,8.223347853358876e-06
classical,exponential,7048574,,0.045914960955223,0.04595028914478523,3.532818956222816e-05
classical,exponential,8395578,,0.045998143308298725,0.04595028914478523,4.785416351349436e-05
classical,exponential,10000000,,0.0459347,0.04595028914478523,1.5589144785228826e-05
classical,lognormal,10,,0.0,0.04961485240039876,0.04961485240039876
classical,lognormal,11,,0.09090909090909091,0.04961485240039876,0.041294238508692155
classical,lognormal,14,,0.0,0.04961485240039876,0.04961485240039876
classical,lognormal,16,,0.0,0.04961485240039876,0.04961485240039876
classical,lognormal,20,,0.1,0.04961485240039876,0.05038514759960125
classical,lognormal,23,,0.13043478260869565,0.04961485240039876,0.08081993020829689
classical,lognormal,28,,0.03571428571428571,0.04961485240039876,0.013900566686113044
classical,lognormal,34,,0.058823529411764705,0.04961485240039876,0.009208677011365948
classical,lognormal,40,,0.0,0.04961485240039876,0.04961485240039876
classical,lognormal,48,,0.020833333333333332,0.04961485240039876,0.028781519067065425
classical,lognormal,57,,0.08771929824561403,0.04961485240039876,0.03810444584521527
classical,lognormal,68,,0.04411764705882353,0.04961485240039876,0.0054972053415752245
classical,lognormal,81,,0.07407407407407407,0.04961485240039876,0.024459221673675313
classical,lognormal,97,,0.05154639175257732,0.04961485240039876,0.00193153935217856
classical,lognormal,115,,0.06086956521739131,0.04961485240039876,0.01125471281699255
classical,lognormal,137,,0.029197080291970802,0.04961485240039876,0.020417772108427955
classical,lognormal,164,,0.04878048780487805,0.04961485240039876,0.0008343645955207063
classical,lognormal,195,,0.046153846153846156,0.04961485240039876,0.0034610062465526004
classical,lognormal,232,,0.04310344827586207,0.04961485240039876,0.006511404124536685
classical,lognormal,277,,0.05054151624548736,0.04961485240039876,0.0009266638450886044
classical,lognormal,330,,0.048484848484848485,0.04961485240039876,0.001130003915550272
classical,lognormal,393,,0.05343511450381679,0.04961485240039876,0.003820262103418036
classical,lognormal,468,,0.049145299145299144,0.04961485240039876,0.0004695532550996126
classical,lognormal,558,,0.053763440860215055,0.04961485240039876,0.004148588459816298
classical,lognormal,664,,0.05120481927710843,0.04961485240039876,0.0015899668767096753
classical,lognormal,792,,0.0707070707070707,0.04961485240039876,0.021092218306671948
classical,lognormal,943,,0.04665959703075292,0.04961485240039876,0.0029552553696458386
classical,lognormal,1123,,0.05520926090828139,0.04961485240039876,0.005594408507882634
classical,lognormal,1338,,0.05082212257100149,0.04961485240039876,0.0012072701706027367
classical,lognormal,1594,,0.04705144291091593,0.04961485240039876,0.002563409489482825
classical,lognormal,1898,,0.04373024236037935,0.04961485240039876,0.00588461004001941
classical,lognormal,2261,,0.0513047324192835,0.04961485240039876,0.0016898800188847457
classical,lognormal,2693,,0.04790196806535462,0.04961485240039876,0.0017128843350441361
classical,lognormal,3208,,0.048316708229426436,0.04961485240039876,0.0012981441709723207
classical,lognormal,3821,,0.049201779638838,0.04961485240039876,0.00041307276156075934
classical,lognormal,4552,,0.04789103690685413,0.04961485240039876,0.0017238154935446254
classical,lognormal,5422,,0.040944300995942456,0.04961485240039876,0.0086705514044563
classical,lognormal,6458,,0.04691855063487148,0.04961485240039876,0.0026963017655272786
classical,lognormal,7692,,0.046801872074883,0.04961485240039876,0.00281298032551576
classical,lognormal,9162,,0.04955249945426763,0.04961485240039876,6.235294613112646e-05
classical,lognormal,10913,,0.050490240996976084,0.04961485240039876,0.000875388596577327
classical,lognormal,12999,,0.04915762750980845,0.04961485240039876,0.00045722489059030896
classical,lognormal,15483,,0.0470838984692889,0.04961485240039876,0.0025309539311098583
classical,lognormal,18442,,0.048476304088493655,0.04961485240039876,0.001138548311905102
classical,lognormal,21967,,0.0500751126690035,0.04961485240039876,0.0004602602686047466
classical,lognormal,26165,,0.05098413911714122,0.04961485240039876,0.0013692867167424613
classical,lognormal,31165,,0.047553345098668376,0.04961485240039876,0.002061507301730381
classical,lognormal,37121,,0.04730476010883328,0.04961485240039876,0.00231009229156548
classical,lognormal,44214,,0.049893698828425384,0.04961485240039876,0.0002788464280266273
classical,lognormal,52664,,0.05018608537141121,0.04961485240039876,0.0005712329710124558
classical,lognormal,62728,,0.04693278918505293,0.04961485240039876,0.00268206321534583
classical,lognormal,74716,,0.05055142138230098,0.04961485240039876,0.0009365689819022249
classical,lognormal,88995,,0.049620765211528736,0.04961485240039876,5.912811129979434e-06
classical,lognormal,106002,,0.048838701156581954,0.04961485240039876,0.0007761512438168028
classical,lognormal,126260,,0.04972279423412007,0.04961485240039876,0.0001079418337213145
classical,lognormal,150388,,0.04979120674521904,0.04961485240039876,0.00017635434482028006
classical,lognormal,179128,,0.04880309052744406,0.04961485240039876,0.0008117618729546958
classical,lognormal,213360,,0.04907199100112486,0.04961485240039876,0.0005428613992738973
classical,lognormal,254134,,0.04963129687487703,0.04961485240039876,1.644447447827352e-05
classical,lognormal,302700,,0.050009910802775025,0.04961485240039876,0.00039505840237626794
classical,lognormal,360547,,0.04976327635509379,0.04961485240039876,0.00014842395469503306
classical,lognormal,429448,,0.04939596877852499,0.04961485240039876,0.00021888362187376387
classical,lognormal,511517,,0.049511550935746024,0.04961485240039876,0.00010330146465273304
classical,lognormal,609270,,0.04944605839775469,0.04961485240039876,0.0001687940026440654
classical,lognormal,725703,,0.049429311991269154,0.04961485240039876,0.00018554040912960312
classical,lognormal,864388,,0.049131871335557645,0.04961485240039876,0.00048298106484111203
classical,lognormal,1029575,,0.04936211543598087,0.04961485240039876,0.00025273696441788923
classical,lognormal,1226330,,0.049964528308041066,0.04961485240039876,0.0003496759076423092
classical,lognormal,1460686,,0.049630789916518675,0.04961485240039876,1.5937516119918227e-05
classical,lognormal,1739828,,0.04945776249146468,0.04961485240039876,0.00015708990893407992
classical,lognormal,2072314,,0.04963823049981808,0.04961485240039876,2.337809941932445e-05
classical,lognormal,2468340,,0.04939311440077137,0.04961485240039876,0.00022173799962738744
classical,lognormal,2940048,,0.04956653768918058,0.04961485240039876,4.831471121817532e-05
classical,lognormal,3501900,,0.04971529740997744,0.04961485240039876,0.00010044500957868269
classical,lognormal,4171124,,0.04960869060713611,0.04961485240039876,6.161793262647597e-06
classical,lognormal,4968239,,0.0497435811763484,0.04961485240039876,0.00012872877594964638
classical,lognormal,5917685,,0.04956532833363046,0.04961485240039876,4.952406676829446e-05
classical,lognormal,7048574,,0.04966394621096409,0.04961485240039876,4.909381056533019e-05
classical,lognormal,8395578,,0.04958157734940941,0.04961485240039876,3.327505098934397e-05
classical,lognormal,10000000,,0.0496814,0.04961485240039876,6.654759960124379e-05
classical,mixture,10,,0.0,0.04945949878627365,0.04945949878627365
classical,mixture,11,,0.18181818181818182,0.04945949878627365,0.13235868303190818
classical,mixture,14,,0.07142857142857142,0.04945949878627365,0.021969072642297777
classical,mixture,16,,0.0,0.04945949878627365,0.04945949878627365
classical,mixture,20,,0.0,0.04945949878627365,0.04945949878627365
classical,mixture,23,,0.043478260869565216,0.04945949878627365,0.005981237916708432
classical,mixture,28,,0.0,0.04945949878627365,0.04945949878627365
classical,mixture,34,,0.08823529411764706,0.04945949878627365,0.03877579533137342
classical,mixture,40,,0.0,0.04945949878627365,0.04945949878627365
classical,mixture,48,,0.041666666666666664,0.04945949878627365,0.007792832119606984
classical,mixture,57,,0.03508771929824561,0.04945949878627365,0.014371779488028036
classical,mixture,68,,0.014705882352941176,0.04945949878627365,0.03475361643333247
classical,mixture,81,,0.037037037037037035,0.04945949878627365,0.012422461749236613
classical,mixture,97,,0.05154639175257732,0.04945949878627365,0.002086892966303669
classical,mixture,115,,0.043478260869565216,0.04945949878627365,0.005981237916708432
classical,mixture,137,,0.051094890510948905,0.04945949878627365,0.0016353917246752572
classical,mixture,164,,0.054878048780487805,0.04945949878627365,0.005418549994214157
classical,mixture,195,,0.07179487179487179,0.04945949878627365,0.02233537300859814
classical,mixture,232,,0.034482758620689655,0.04945949878627365,0.014976740165583993
classical,mixture,277,,0.01444043321299639,0.04945949878627365,0.03501906557327726
classical,mixture,330,,0.048484848484848485,0.04945949878627365,0.0009746503014251631
classical,mixture,393,,0.05597964376590331,0.04945949878627365,0.006520144979629661
classical,mixture,468,,0.05555555555555555,0.04945949878627365,0.0060960567692819045
classical,mixture,558,,0.05734767025089606,0.04945949878627365,0.00788817146462241
classical,mixture,664,,0.04819277108433735,0.04945949878627365,0.001266727701936296
classical,mixture,792,,0.045454545454545456,0.04945949878627365,0.004004953331728192
classical,mixture,943,,0.06256627783669141,0.04945949878627365,0.013106779050417766
classical,mixture,1123,,0.05609973285841496,0.04945949878627365,0.006640234072141309
classical,mixture,1338,,0.05007473841554559,0.04945949878627365,0.0006152396292719436
classical,mixture,1594,,0.05708908406524467,0.04945949878627365,0.007629585278971021
classical,mixture,1898,,0.045310853530031614,0.04945949878627365,0.004148645256242034
classical,mixture,2261,,0.0437859354268023,0.04945949878627365,0.005673563359471348
classical,mixture,2693,,0.05310063126624582,0.04945949878627365,0.0036411324799721714
classical,mixture,3208,,0.04145885286783042,0.04945949878627365,0.008000645918443225
classical,mixture,3821,,0.048678356451190785,0.04945949878627365,0.0007811423350828628
classical,mixture,4552,,0.054701230228471,0.04945949878627365,0.005241731442197355
classical,mixture,5422,,0.04850608631501291,0.04945949878627365,0.0009534124712607395
classical,mixture,6458,,0.04784763084546299,0.04945949878627365,0.0016118679408106545
classical,mixture,7692,,0.04875195007800312,0.04945949878627365,0.0007075487082705278
classical,mixture,9162,,0.04835188823401004,0.04945949878627365,0.0011076105522636048
classical,mixture,10913,,0.04728305690460918,0.04945949878627365,0.002176441881664465
classical,mixture,12999,,0.04754211862450958,0.04945949878627365,0.0019173801617640707
classical,mixture,15483,,0.048246463863592326,0.04945949878627365,0.001213034922681322
classical,mixture,18442,,0.052488884068972994,0.04945949878627365,0.0030293852826993456
classical,mixture,21967,,0.051759457367869986,0.04945949878627365,0.0022999585815963383
classical,mixture,26165,,0.04979935027708771,0.04945949878627365,0.0003398514908140651
classical,mixture,31165,,0.050056152735440396,0.04945949878627365,0.0005966539491667477
classical,mixture,37121,,0.05018722555965626,0.04945949878627365,0.0007277267733826129
classical,mixture,44214,,0.0505722169448591,0.04945949878627365,0.001112718158585449
classical,mixture,52664,,0.05128740695731429,0.04945949878627365,0.001827908171040643
classical,mixture,62728,,0.0489892870807295,0.04945949878627365,0.00047021170554414904
classical,mixture,74716,,0.049213019968949084,0.04945949878627365,0.00024647881732456356
classical,mixture,88995,,0.05020506770043261,0.04945949878627365,0.0007455689141589589
classical,mixture,106002,,0.04978207958340409,0.04945949878627365,0.0003225807971304409
classical,mixture,126260,,0.05004752098843656,0.04945949878627365,0.000588022202162912
classical,mixture,150388,,0.04823523153443094,0.04945949878627365,0.0012242672518427075
classical,mixture,179128,,0.04972980215265062,0.04945949878627365,0.00027030336637696994
classical,mixture,213360,,0.04927352830896138,0.04945949878627365,0.00018597047731226668
classical,mixture,254134,,0.049521118779856294,0.04945949878627365,6.161999358264558e-05
classical,mixture,302700,,0.04954740667327387,0.04945949878627365,8.790788700022145e-05
classical,mixture,360547,,0.04943599586184325,0.04945949878627365,2.3502924430394978e-05
classical,mixture,429448,,0.04921434026936905,0.04945949878627365,0.0002451585169045978
classical,mixture,511517,,0.0498184811061998,0.04945949878627365,0.0003589823199261488
classical,mixture,609270,,0.04912764455824183,0.04945949878627365,0.00033185422803181513
classical,mixture,725703,,0.04956297548721722,0.04945949878627365,0.0001034767009435722
classical,mixture,864388,,0.049247560123463076,0.04945949878627365,0.0002119386628105721
classical,mixture,1029575,,0.049873977126484226,0.04945949878627365,0.00041447834021057783
classical,mixture,1226330,,0.04985852095276149,0.04945949878627365,0.0003990221664878432
classical,mixture,1460686,,0.04929670031752204,0.04945949878627365,0.0001627984687516057
classical,mixture,1739828,,0.04956639391939893,0.04945949878627365,0.00010689513312528431
classical,mixture,2072314,,0.04958949271201179,0.04945949878627365,0.00012999392573814078
classical,mixture,2468340,,0.049614720824521744,0.04945949878627365,0.00015522203824809566
classical,mixture,2940048,,0.04941722039912273,0.04945949878627365,4.227838715091525e-05
classical,mixture,3501900,,0.04945001285016705,0.04945949878627365,9.485936106598536e-06
classical,mixture,4171124,,0.049324594521764395,0.04945949878627365,0.00013490426450925297
classical,mixture,4968239,,0.049507682702060025,0.04945949878627365,4.818391578637754e-05
classical,mixture,5917685,,0.04956330051362991,0.04945949878627365,0.00010380172735625914
classical,mixture,7048574,,0.04943950364995813,0.04945949878627365,1.999513631551625e-05
classical,mixture,8395578,,0.04950963471484632,0.04945949878627365,5.013592857266991e-05
classical,mixture,10000000,,0.0495338,0.04945949878627365,7.43012137263549e-05
classical,normal,10,,0.0,0.04943796937981328,0.04943796937981328
classical,normal,11,,0.09090909090909091,0.04943796937981328,0.04147112152927763
classical,normal,14,,0.07142857142857142,0.04943796937981328,0.02199060204875814
classical,normal,16,,0.0,0.04943796937981328,0.04943796937981328
classical,normal,20,,0.15,0.04943796937981328,0.1005620306201867
classical,normal,23,,0.08695652173913043,0.04943796937981328,0.03751855235931715
classical,normal,28,,0.03571428571428571,0.04943796937981328,0.013723683665527571
classical,normal,34,,0.08823529411764706,0.04943796937981328,0.03879732473783378
classical,normal,40,,0.025,0.04943796937981328,0.024437969379813282
classical,normal,48,,0.0625,0.04943796937981328,0.013062030620186717
classical,normal,57,,0.03508771929824561,0.04943796937981328,0.014350250081567671
classical,normal,68,,0.058823529411764705,0.04943796937981328,0.009385560031951422
classical,normal,81,,0.04938271604938271,0.04943796937981328,5.525333043056996e-05
classical,normal,97,,0.1134020618556701,0.04943796937981328,0.06396409247585683
classical,normal,115,,0.02608695652173913,0.04943796937981328,0.023351012858074154
classical,normal,137,,0.06569343065693431,0.04943796937981328,0.016255461277121026
classical,normal,164,,0.042682926829268296,0.04943796937981328,0.006755042550544987
classical,normal,195,,0.06666666666666667,0.04943796937981328,0.017228697286853382
classical,normal,232,,0.06896551724137931,0.04943796937981328,0.019527547861566026
classical,normal,277,,0.05054151624548736,0.04943796937981328,0.001103546865674078
classical,normal,330,,0.06060606060606061,0.04943796937981328,0.011168091226247324
classical,normal,393,,0.043256997455470736,0.04943796937981328,0.006180971924342547
classical,normal,468,,0.038461538461538464,0.04943796937981328,0.01097643091827482
classical,normal,558,,0.05913978494623656,0.04943796937981328,0.009701815566423279
classical,normal,664,,0.05120481927710843,0.04943796937981328,0.0017668498972951488
classical,normal,792,,0.05303030303030303,0.04943796937981328,0.0035923336504897485
classical,normal,943,,0.05832449628844114,0.04943796937981328,0.00888652690862786
classical,normal,1123,,0.04986642920747997,0.04943796937981328,0.0004284598276666843
classical,normal,1338,,0.04185351270553064,0.04943796937981328,0.00758445667428264
classical,normal,1594,,0.045796737766624844,0.04943796937981328,0.0036412316131884392
classical,normal,1898,,0.04636459430979979,0.04943796937981328,0.0030733750700134913
classical,normal,2261,,0.0437859354268023,0.04943796937981328,0.005652033953010983
classical,normal,2693,,0.046416635722242854,0.04943796937981328,0.0030213336575704297
classical,normal,3208,,0.0520573566084788,0.04943796937981328,0.002619387228665518
classical,normal,3821,,0.0533891651400157,0.04943796937981328,0.0039511957602024195
classical,normal,4552,,0.05118629173989455,0.04943796937981328,0.001748322360081267
classical,normal,5422,,0.05127259313906308,0.04943796937981328,0.0018346237592497955
classical,normal,6458,,0.045524930318984205,0.04943796937981328,0.003913039060829078
classical,normal,7692,,0.04758190327613104,0.04943796937981328,0.0018560661036822398
classical,normal,9162,,0.05337262606417813,0.04943796937981328,0.003934656684364844
classical,normal,10913,,0.052048016127554296,0.04943796937981328,0.0026100467477410128
classical,normal,12999,,0.04831140856988999,0.04943796937981328,0.0011265608099232938
classical,normal,15483,,0.0463734418394368,0.04943796937981328,0.003064527540376484
classical,normal,18442,,0.05156707515453855,0.04943796937981328,0.0021291057747252692
classical,normal,21967,,0.048754950607729775,0.04943796937981328,0.0006830187720835088
classical,normal,26165,,0.04842346646283203,0.04943796937981328,0.0010145029169812553
classical,normal,31165,,0.04989571634846783,0.04943796937981328,0.0004577469686545474
classical,normal,37121,,0.04956763018237655,0.04943796937981328,0.0001296608025632695
