sample_size,run,var_estimate,abs_error
749,14,0.5038731930940108,0.0026622399768552185
749,15,0.5202958682441783,0.013760435173312269
749,16,0.5100878930421324,0.0035524599712664084
749,17,0.49716642218472334,0.00936901088614267
749,18,0.5061847571548753,0.0003506759159906947
749,19,0.5116302641456204,0.005094831074754391
1000,0,0.5128046044165445,0.006269171345678504
1000,1,0.513585702085518,0.007050269014652
1000,2,0.4917331237879054,0.014802309282960613
1000,3,0.5085762357535193,0.0020408026826532755
1000,4,0.5169519974993374,0.010416564428471387
1000,5,0.5167287237128138,0.010193290641947739
1000,6,0.5184445497672434,0.011909116696377398
1000,7,0.5251658168982785,0.018630383827412444
1000,8,0.5098638851262901,0.0033284520554240915
1000,9,0.5085239046692276,0.001988471598361574
1000,10,0.5031082943488512,0.003427138722014833
1000,11,0.5121558269217079,0.005620393850841898
1000,12,0.5067674958767756,0.00023206280590959416
1000,13,0.5104562999150347,0.003920866844168702
1000,14,0.5122420882761313,0.005706655205265254
1000,15,0.5092318850719256,0.0026964520010596127
1000,16,0.5120920066179286,0.0055565735470626265
1000,17,0.5014108128613466,0.005124620209519426
1000,18,0.5089576192690379,0.002422186198171916
1000,19,0.5067796539758613,0.0002442209049953181
1333,0,0.5166756917451677,0.010140258674301683
1333,1,0.4920483244744829,0.014487108596383136
1333,2,0.5082825419931202,0.0017471089222541591
1333,3,0.5095413489429835,0.003005915872117515
1333,4,0.5169837639365699,0.010448330865703848
1333,5,0.49589536387058036,0.010640069200285651
1333,6,0.5069486471938405,0.00041321412297445903
1333,7,0.5226061242615004,0.016070691190634423
1333,8,0.5129480661411941,0.006412633070328133
1333,9,0.5001041646973307,0.006431268373535359
1333,10,0.5051642434286192,0.0013711896422468062
1333,11,0.5064559135162308,7.951955463525451e-05
1333,12,0.5034124547075891,0.003122978363276907
1333,13,0.5043487819519936,0.002186651118872396
1333,14,0.508225690301594,0.0016902572307280206
1333,15,0.5023925631173678,0.004142869953498218
1333,16,0.5125546186019595,0.006019185531093485
1333,17,0.4999099384390402,0.006625494631825823
1333,18,0.5007441146252719,0.005791318445594107
1333,19,0.5113685961959489,0.004833163125082862
1778,0,0.4951658004578149,0.011369632613051128
1778,1,0.5120343654057089,0.005498932334842888
1778,2,0.5074979354557557,0.0009625023848897074
1778,3,0.5011106235889865,0.005424809481879511
1778,4,0.5087458208307201,0.002210387759854049
1778,5,0.5056820773720857,0.0008533556987803115
1778,6,0.5073390888947082,0.0008036558238422309
1778,7,0.5063268360676151,0.0002085970032509321
1778,8,0.5129924010886622,0.006456968017796161
1778,9,0.5096572201908153,0.0031217871199492597
1778,10,0.5029149746415391,0.0036204584293269004
1778,11,0.5020507244853067,0.004484708585559272
1778,12,0.5048673865170861,0.001668046553779945
1778,13,0.5087597919048278,0.0022243588339617704
1778,14,0.5098306761063505,0.003295243035484452
1778,15,0.5093962751540793,0.002860842083213244
1778,16,0.5031949901938557,0.0033404428770102967
1778,17,0.513917659037786,0.007382225966919953
1778,18,0.5132611109139468,0.006725677843080757
1778,19,0.5207419140748455,0.014206481003979476
2371,0,0.5118986889086362,0.005363255837770198
2371,1,0.5044228440747659,0.0021125889961001176
2371,2,0.5046491456154558,0.001886287455410196
2371,3,0.5031443099878928,0.0033911230829731798
2371,4,0.5033656546201418,0.003169778450724192
2371,5,0.515499060497956,0.008963627427090004
2371,6,0.5099393127076066,0.0034038796367406032
2371,7,0.5148919122124713,0.00835647914160531
2371,8,0.5055910303567241,0.0009444027141418676
2371,9,0.5084369065865526,0.0019014735156865914
2371,10,0.5049695608173069,0.0015658722535590863
2371,11,0.5146925436432279,0.008157110572361903
2371,12,0.5006657284297493,0.005869704641116691
2371,13,0.49737844898609934,0.009156984084766673
2371,14,0.5091796589243555,0.002644225853489446
2371,15,0.49836927945100207,0.008166153619863947
2371,16,0.5152676207331497,0.008732187662283675
2371,17,0.5099782703077973,0.0034428372369312843
2371,18,0.49761867269872007,0.008916760372145949
2371,19,0.5107071079490202,0.004171674878154175
3162,0,0.5094078367682705,0.002872403697404491
3162,1,0.5047212089959054,0.0018142240749605687
3162,2,0.5046728381732756,0.0018625948975904416
3162,3,0.5082733251524352,0.001737892081569159
3162,4,0.5078087931794892,0.0012733601086232227
3162,5,0.5099654058884211,0.0034299728175550825
3162,6,0.5162128253910099,0.009677392320143863
3162,7,0.5133153454658785,0.006779912395012522
3162,8,0.5114573615491075,0.004921928478241466
3162,9,0.5111913477302524,0.004655914659386418
3162,10,0.5112743026691089,0.004738869598242879
3162,11,0.512173001918195,0.005637568847329022
3162,12,0.505065655298534,0.001469777772332037
3162,13,0.5128732143639356,0.006337781293069611
3162,14,0.5038747730260931,0.0026606600447729445
3162,15,0.5124403766583577,0.005904943587491718
3162,16,0.5133602076794448,0.006824774608578776
3162,17,0.5051850841330443,0.0013503489378217104
3162,18,0.5102344580299412,0.003699024959075148
3162,19,0.5151344034627647,0.00859897039189872
4216,0,0.5152967591148017,0.008761326043935647
4216,1,0.5129625348423238,0.006427101771457777
4216,2,0.5104004351365232,0.003865002065657208
4216,3,0.5058415220443883,0.0006939110264777559
4216,4,0.5125528944790846,0.006017461408218572
4216,5,0.5023326662607077,0.004202766810158298
4216,6,0.5135935139369882,0.007058080866122141
4216,7,0.504181790105792,0.00235364296507401
4216,8,0.5050642764872185,0.0014711565836474927
4216,9,0.5089386722193379,0.0024032391484718474
4216,10,0.5097863572079477,0.0032509241370817232
4216,11,0.5083267343016025,0.0017913012307364529
4216,12,0.5079385154084588,0.001403082337592787
4216,13,0.5139232504783688,0.007387817407502828
4216,14,0.5171638367702696,0.010628403699403544
4216,15,0.5167882915909615,0.010252858520095498
4216,16,0.5054660666107863,0.0010693664600797126
4216,17,0.5150882205838687,0.008552787513002702
4216,18,0.5109560127468071,0.0044205796759411164
4216,19,0.5073415437627985,0.0008061106919324823
5623,0,0.5112972092162827,0.0047617761454167296
5623,1,0.5103638005234732,0.003828367452607173
5623,2,0.5070822737781686,0.0005468407073025983
5623,3,0.5087268500974699,0.002191417026603859
5623,4,0.5080591221844268,0.0015236891135608222
5623,5,0.5061663785612114,0.0003690545096546316
5623,6,0.5102138331993183,0.0036784001284523304
5623,7,0.5032801288245421,0.00325530424632392
5623,8,0.5099298908524157,0.0033944577815496757
5623,9,0.5111109275151878,0.004575494444321815
5623,10,0.5079757992929947,0.0014403662221287306
5623,11,0.5035735014873758,0.0029619315834902293
5623,12,0.5130419033425393,0.006506470271673281
5623,13,0.506922597642348,0.00038716457148202377
5623,14,0.5049840794385091,0.0015513536323569221
5623,15,0.5129370543920858,0.006401621321219797
5623,16,0.5167519468769189,0.01021651380605293
5623,17,0.5096239916267009,0.003088558555834897
5623,18,0.5094241045551848,0.0028886714843188166
5623,19,0.50728865043548,0.0007532173646139784
7498,0,0.5072303567298454,0.000694923658979385
7498,1,0.5046656179533943,0.0018698151174717514
7498,2,0.5099647038097216,0.003429270738855572
7498,3,0.5108724426590502,0.004337009588184171
7498,4,0.5097331741384173,0.0031977410675513296
7498,5,0.5086897315003526,0.0021542984294865564
7498,6,0.5077335986370914,0.0011981655662254287
7498,7,0.5098769250804361,0.003341492009570124
7498,8,0.5059326114168704,0.000602821653995611
7498,9,0.5096826016476071,0.003147168576741133
7498,10,0.5113674131725467,0.004831980101680733
7498,11,0.5088117444724332,0.0022763114015671437
7498,12,0.5098763005136996,0.0033408674428335727
7498,13,0.5068826837628054,0.0003472506919394158
7498,14,0.5101025954822644,0.003567162411398428
7498,15,0.5097581783074231,0.0032227452365570786
7498,16,0.5058467167390853,0.0006887163317806921
7498,17,0.5046584522397727,0.0018769808310933334
7498,18,0.5111397795496495,0.004604346478783494
7498,19,0.5047516573133515,0.0017837757575145385
10000,0,0.5093529639072386,0.002817530836372595
10000,1,0.5062784616703441,0.00025697140052194367
10000,2,0.5068661969672368,0.0003307638963707671
10000,3,0.5105105540183709,0.003975120947504851
10000,4,0.5093027274240591,0.002767294353193117
10000,5,0.507780841962049,0.0012454088911829642
10000,6,0.5020417971571889,0.00449363591367713
10000,7,0.5103637288215754,0.0038282957507094206
10000,8,0.5096671644832308,0.00313173141236478
10000,9,0.511730795919103,0.005195362848236962
10000,10,0.5084742487616646,0.0019388156907985676
10000,11,0.50902276910156,0.002487336030693954
10000,12,0.5079703570531222,0.0014349239822561977
10000,13,0.5099490206602003,0.0034135875893342993
10000,14,0.5099076593122134,0.0033722262413473647
10000,15,0.5099213687088779,0.0033859356380119277
10000,16,0.5085829425512027,0.0020475094803367178
10000,17,0.5117334408321869,0.005198007761320844
10000,18,0.5061464709850504,0.0003889620858156251
10000,19,0.5071092226341086,0.0005737895632426104
13335,0,0.5092403737144537,0.0027049406435877277
13335,1,0.5114969208688773,0.00496148779801131
13335,2,0.5069541350209201,0.00041870195005411226
13335,3,0.5076909134775899,0.0011554804067238633
13335,4,0.5087450687287677,0.002209635657901665
13335,5,0.5102189394015394,0.0036835063306733806
13335,6,0.5066044384005587,6.900532969267292e-05
13335,7,0.5085945511946596,0.0020591181237935574
13335,8,0.505194279008328,0.0013411540625379859
13335,9,0.5088202570712193,0.002284824000353236
13335,10,0.5072503937056657,0.0007149606347996995
13335,11,0.5033381519165456,0.003197281154320386
13335,12,0.5103872699840469,0.003851836913180917
13335,13,0.5123434807260734,0.005808047655207371
13335,14,0.5084984556995383,0.0019630226286723174
13335,15,0.5086041797356963,0.0020687466648302566
13335,16,0.5031564233673532,0.003379009703512792
13335,17,0.5089828994731186,0.002447466402252574
13335,18,0.5059236906290115,0.0006117424418544681
13335,19,0.5091266773792232,0.002591244308357221
17782,0,0.5108917237804325,0.004356290709566446
17782,1,0.5104907549428601,0.0039553218719941
17782,2,0.5088814679680457,0.0023460348971796607
17782,3,0.5105059369570895,0.003970503886223442
17782,4,0.5036791119325937,0.0028563211382722775
17782,5,0.5065729131051242,3.7480034258186024e-05
17782,6,0.5056598116935985,0.0008756213772674881
17782,7,0.5103602612034143,0.0038248281325482525
17782,8,0.5099003027378886,0.003364869667022541
17782,9,0.5055106952039475,0.0010247378669184792
17782,10,0.510086473784521,0.0035510407136549738
17782,11,0.5096417748001278,0.00310634172926183
17782,12,0.5073529354516274,0.0008175023807613924
17782,13,0.5098372342795227,0.0033018012086566406
17782,14,0.5099184232572503,0.003382990186384327
17782,15,0.5111118097903072,0.004576376719441222
17782,16,0.5070802753591259,0.0005448422882599058
17782,17,0.510211314555784,0.003675881484917931
17782,18,0.5074950664754209,0.0009596334045548494
17782,19,0.5072889501937533,0.0007535171228872928
23713,0,0.5067915179142374,0.0002560848433713625
23713,1,0.5085120815579112,0.0019766484870451517
23713,2,0.510620101748431,0.004084668677564962
23713,3,0.5089408880099856,0.002405454939119589
23713,4,0.5090829344951188,0.0025475014242527516
23713,5,0.5091509191920177,0.0026154861211517
23713,6,0.5085784976974099,0.002043064626543911
23713,7,0.5088422488260018,0.002306815755135805
23713,8,0.506944530887772,0.0004090978169060122
23713,9,0.510972868606255,0.0044374355353890005
23713,10,0.5045040090992103,0.002031423971655677
23713,11,0.5071579884750476,0.0006225554041815462
23713,12,0.5069151873997205,0.0003797543288545091
23713,13,0.5113522806687311,0.004816847597865048
23713,14,0.5072962329759101,0.0007607999050440739
23713,15,0.5072786607066707,0.0007432276358046996
23713,16,0.5099910668287343,0.0034556337578682816
23713,17,0.5070366395224402,0.0005012064515741432
23713,18,0.5106651638681234,0.004129730797257425
23713,19,0.5096508422332915,0.0031154091624254754
31622,0,0.5065304820700525,4.951000813546713e-06
31622,1,0.5091221560858735,0.0025867230150075082
31622,2,0.509059143823963,0.002523710753096986
31622,3,0.5099266753903215,0.003391242319455534
31622,4,0.5081319939739882,0.0015965609031222128
31622,5,0.5075040701065717,0.0009686370357057106
31622,6,0.5075109952079153,0.0009755621370493017
31622,7,0.5088572497268071,0.0023218166559411113
31622,8,0.5096104914685743,0.0030750583977082746
31622,9,0.5099212197133707,0.0033857866425046623
31622,10,0.5094769850818687,0.002941552011002657
31622,11,0.5088053928261512,0.0022699597552852113
31622,12,0.5100203881069643,0.0034849550360982473
31622,13,0.5101444273421116,0.0036089942712456136
31622,14,0.5094733920559275,0.0029379589850614396
31622,15,0.5093208298636862,0.002785396792820194
31622,16,0.5096271652324541,0.00309173216158809
31622,17,0.5091869141908397,0.0026514811199737087
31622,18,0.5081557894629464,0.0016203563920803576
31622,19,0.5093522933832082,0.0028168603123421843
42169,0,0.5084246375273355,0.001889204456469451
42169,1,0.5086163095331966,0.002080876462330572
42169,2,0.5081331902278965,0.0015977571570304772
42169,3,0.5088861126354919,0.0023506795646258682
42169,4,0.5086159522789722,0.0020805192081061463
42169,5,0.5088168855252968,0.002281452454430788
42169,6,0.5073315654820317,0.0007961324111657175
42169,7,0.5069845564187938,0.0004491233479277934
42169,8,0.5066487931297501,0.00011336005888407108
42169,9,0.5068190531576513,0.0002836200867852856
42169,10,0.508414596432308,0.0018791633614420045
42169,11,0.5084134384254186,0.0018780053545526254
42169,12,0.5086537228401726,0.002118289769306614
42169,13,0.508302376641294,0.001766943570427948
42169,14,0.5086006353725171,0.002065202301651081
42169,15,0.5074398457580012,0.0009044126871351477
42169,16,0.5095017933921663,0.0029663603213002654
42169,17,0.5081265772387084,0.00159114416784234
42169,18,0.5090735776614771,0.00253814459061108
42169,19,0.508421099012734,0.0018856659418680088
56234,0,0.5083818672335949,0.0018464341627288938
56234,1,0.5078943275887471,0.0013588945178810707
56234,2,0.5078537013377457,0.0013182682668796408
56234,3,0.5078098802818024,0.0012744472109363914
56234,4,0.5049708472000907,0.001564585870775348
56234,5,0.5084947049413122,0.0019592718704461998
56234,6,0.5076359397681255,0.0011005066972594735
56234,7,0.5083841832737064,0.0018487502028403657
56234,8,0.5053591502771888,0.001176282793677208
56234,9,0.5068938952071158,0.00035846213624979306
56234,10,0.5076619915735687,0.0011265585027027125
56234,11,0.5070508696561291,0.000515436585263096
56234,12,0.5082118541750221,0.0016764211041561117
56234,13,0.5080887220946514,0.0015532890237853758
56234,14,0.5080535356972591,0.0015181026263930697
56234,15,0.5075657789463457,0.0010303458754796768
56234,16,0.5086767692314249,0.002141336160558893
56234,17,0.507057172739568,0.0005217396687019482
56234,18,0.5078803169923765,0.0013448839215104424
56234,19,0.5095488006330732,0.0030133675622071587
74989,0,0.5091900190123638,0.0026545859414978112
74989,1,0.5079203127378936,0.0013848796670276053
74989,2,0.5074420523108043,0.0009066192399382889
74989,3,0.5093130556994964,0.0027776226286303496
74989,4,0.5087002040492771,0.002164770978411057
74989,5,0.5088752754554271,0.002339842384561086
74989,6,0.5074189296732997,0.0008834966024336977
74989,7,0.5073691550926756,0.0008337220218095354
74989,8,0.5082397318437729,0.0017042987729068981
74989,9,0.5073762580573358,0.000840824986469757
74989,10,0.5084406052518763,0.0019051721810102729
74989,11,0.5086914907786039,0.0021560577077378573
74989,12,0.5082374405464546,0.001702007475588574
74989,13,0.5079883532835084,0.0014529202126424279
74989,14,0.5089751614768289,0.002439728405962849
74989,15,0.508470362618613,0.0019349295477469886
74989,16,0.508899639969481,0.00236420689861494
74989,17,0.5079315463412409,0.0013961132703749213
74989,18,0.5090344310490772,0.0024989979782111815
74989,19,0.5082179886996371,0.0016825556287710652
100000,0,0.5087426338471095,0.0022072007762434787
100000,1,0.5082116461480668,0.0016762130772007833
100000,2,0.5078317623277768,0.001296329256910811
100000,3,0.5065630156076936,2.758253682755285e-05
100000,4,0.5074337404191844,0.0008983073483184167
100000,5,0.5092535205830307,0.002718087512164735
100000,6,0.5076005180180901,0.0010650849472241264
100000,7,0.5076244449456098,0.0010890118747437505
100000,8,0.5089130042316525,0.002377571160786518
100000,9,0.509636620046229,0.0031011869753629906
100000,10,0.507377018049877,0.0008415849790109897
100000,11,0.5076843956275966,0.0011489625567305817
100000,12,0.5081414621127629,0.0016060290418968837
100000,13,0.508358878401429,0.0018234453305630005
100000,14,0.5084420691131252,0.0019066360422591577
100000,15,0.5075856006765562,0.001050167605690211
100000,16,0.5085544359262345,0.0020190028553684902
100000,17,0.5084584742655223,0.0019230411946562498
100000,18,0.5084753410627892,0.0019399079919232287
100000,19,0.5077032016359792,0.0011677685651131364
